date,total_capital,investment_capital,stablecoin_balance,fear_greed_index,num_holdings
2020-01-01 00:00:00.000000,1000.0,282.53878844942295,717.461211550577,0.7174612115505771,20
2020-02-01 00:00:00.000000,2389.12404613893,661.8428432192229,1727.2812029197073,0.7229767770791019,20
2020-03-01 00:00:00.000000,2434.4056935918948,289.4202033503249,2144.98549024157,0.8811125836124324,20
2020-04-01 00:00:00.000000,2437.3261533532004,726.3881034408503,1710.9380499123502,0.7019733684630154,20
2020-05-01 00:00:00.000000,2439.9942658041386,1747.7975313537631,692.1967344503755,0.28368785293938026,20
2020-06-01 00:00:00.000000,2414.9473731768144,2125.3143148549148,289.6330583218996,0.11993348655912663,20
2020-07-01 00:00:00.000000,2639.9913224827737,1839.2736812717583,800.7176412110155,0.3033031337610544,20
2020-08-01 00:00:00.000000,2760.7725494633323,667.3749324798453,2093.397616983487,0.7582651520460907,20
2020-09-01 00:00:00.000000,2744.4808083032785,337.5987229832186,2406.88208532006,0.8769899494425933,20
2020-10-01 00:00:00.000000,2713.529509588236,952.7780314073148,1760.7514781809214,0.6488786917405244,20
2020-11-01 00:00:00.000000,2740.072428255289,2069.1519038034803,670.9205244518089,0.244855032857292,20
2020-12-01 00:00:00.000000,2905.0888622932935,2527.8006243113405,377.288237981953,0.12987149648982493,20
2021-01-01 00:00:00.000000,2778.981410229012,1843.1396655927908,935.8417446362212,0.3367571086267539,20
2021-02-01 00:00:00.000000,2998.5727630402957,603.2722561040159,2395.30050693628,0.7988135343788191,20
2021-03-01 00:00:00.000000,2995.002685564245,354.3573363415323,2640.645349222713,0.8816838001349662,20
2021-04-01 00:00:00.000000,3013.789540249644,1127.0329081639238,1886.75663208572,0.6260412702638263,20
2021-05-01 00:00:00.000000,3061.8431909770275,2395.8475107662703,665.9956802107572,0.21751462719364134,20
2021-06-01 00:00:00.000000,3166.2147348489784,2737.528996558781,428.6857382901976,0.1353937664340523,20
2021-07-01 00:00:00.000000,3169.434551978589,2098.5037851312554,1070.9307668473334,0.3378933211221483,20
2021-08-01 00:00:00.000000,3238.2919754499953,665.2695831071172,2573.022392342878,0.7945615811821073,20
2021-09-01 00:00:00.000000,3238.874061430398,394.1075566758832,2844.7665047545147,0.8783195798289756,20
2021-10-01 00:00:00.000000,3209.0728899317637,1267.0090085590684,1942.0638813726953,0.6051791118443528,20
2021-11-01 00:00:00.000000,3066.2160465608895,2525.8087660821157,540.4072804787738,0.17624566314722084,20
2021-12-01 00:00:00.000000,2983.4332147354826,2541.064242988131,442.3689717473517,0.14827513803977438,20
2022-01-01 00:00:00.000000,2910.5092035079692,1694.005159761449,1216.5040437465202,0.41796948873423806,20
2022-02-01 00:00:00.000000,3141.3576696541986,616.9110037366379,2524.4466659175605,0.8036164395745017,20
2022-03-01 00:00:00.000000,3155.5998934191384,383.4057949347114,2772.194098484427,0.8784998707427114,20
2022-04-01 00:00:00.000000,3151.2144197114962,1315.4908498995278,1835.7235698119684,0.5825447987065364,20
2022-05-01 00:00:00.000000,3006.268291393912,2473.6394524754,532.628838918512,0.17717275615196287,20
2022-06-01 00:00:00.000000,3069.6171214416518,2561.3461309228524,508.2709905187994,0.16558123388368673,20
2022-07-01 00:00:00.000000,3228.338590303185,1668.4701425413086,1559.8684477618763,0.4831799404335043,20
2022-08-01 00:00:00.000000,3368.795131749934,603.7587025544138,2765.03642919552,0.820779038516127,20
2022-09-01 00:00:00.000000,3372.5928434039893,409.09773290507155,2963.4951104989177,0.878699341456182,20
2022-10-01 00:00:00.000000,3353.902773974709,1657.9816811783458,1695.9210927963632,0.5056560094574619,20
2022-11-01 00:00:00.000000,3459.509677469303,2936.0544824552267,523.4551950140763,0.15130907088457513,20
2022-12-01 00:00:00.000000,3519.8447119718276,2915.036293237876,604.8084187339514,0.17182815386055358,20
2023-01-01 00:00:00.000000,3584.1694854608636,1740.455308310985,1843.7141771498787,0.5144048529593483,20
2023-02-01 00:00:00.000000,3534.3199562741206,600.4811449045013,2933.838811369619,0.830099947844697,20
2023-03-01 00:00:00.000000,3496.907630822331,450.69648244432324,3046.211148378008,0.871115702779276,20
2023-04-01 00:00:00.000000,3533.233058873328,1767.2945136851533,1765.9385451881747,0.4998081122198303,20
2023-05-01 00:00:00.000000,3407.3096916860136,3000.2099349447863,407.09975674122734,0.11947835494219053,20
2023-06-01 00:00:00.000000,3429.2776685223707,2780.5977458064535,648.6799227159172,0.18915934649159646,20
2023-07-01 00:00:00.000000,3627.3942653305207,1670.9561542055703,1956.4381111249504,0.5393508309322653,20
2023-08-01 00:00:00.000000,3731.225126806133,637.5481273046,3093.676999501533,0.8291316911637732,20
2023-09-01 00:00:00.000000,3736.6457503246647,593.0410714740088,3143.604678850656,0.8412905286987717,20
2023-10-01 00:00:00.000000,3725.1708946353638,2189.965538596323,1535.205356039041,0.41211675905926826,20
2023-11-01 00:00:00.000000,3658.0286964235743,3157.1099639750355,500.9187324485388,0.13693679684314203,20
2023-12-01 00:00:00.000000,3597.2956191435396,2856.181313771734,741.1143053718056,0.20601985041981444,20
2024-01-01 00:00:00.000000,3603.855732844173,1382.2058383659949,2221.649894478178,0.6164647142311787,20
2024-02-01 00:00:00.000000,3506.001001313079,526.5470267609595,2979.4539745521197,0.8498154944725471,20
2024-03-01 00:00:00.000000,3478.7453261927526,604.006961932151,2874.738364260602,0.8263721815493763,20
2024-04-01 00:00:00.000000,3490.56142842677,2142.207134431903,1348.354293994867,0.38628579431778787,20
2024-05-01 00:00:00.000000,3643.298534229363,3208.38957763666,434.90895659270336,0.11937230850194273,20
2024-06-01 00:00:00.000000,3550.0823986989935,2841.4675990981277,708.6147996008658,0.19960516968861153,20
2024-07-01 00:00:00.000000,3624.379440156608,1248.6383168603973,2375.7411232962104,0.6554890740671335,20
2024-08-01 00:00:00.000000,3614.7847039288235,480.3129347012332,3134.4717692275904,0.8671254378776162,20
2024-09-01 00:00:00.000000,3666.438031955,793.8040607539367,2872.633971201063,0.7834944832462726,20
2024-10-01 00:00:00.000000,3697.387070220428,2359.3725843134926,1338.0144859069355,0.3618810961620977,20
2024-11-01 00:00:00.000000,3854.1751036351734,3365.5610711979293,488.6140324372441,0.12677525522293845,20
2024-12-01 00:00:00.000000,3795.7546062155193,3011.3619154821595,784.3926907333598,0.20665000035801115,20
2025-01-01 00:00:00.000000,3529.33460434173,1170.6505913793308,2358.6840129623993,0.668308414300187,20
2025-02-01 00:00:00.000000,3543.9530170584194,408.20349673897016,3135.7495203194494,0.8848168994413502,20
2025-03-01 00:00:00.000000,3554.51662639365,898.312221292184,2656.204405101466,0.7472758420591225,20
2025-04-01 00:00:00.000000,3606.7312757938353,2389.65935516134,1217.0719206324952,0.337444580027554,20
2025-05-01 00:00:00.000000,3614.9212187325534,3151.7443541632706,463.17686456928277,0.12812917254436865,20
2025-06-01 00:00:00.000000,3669.243386705514,2733.6531051646725,935.5902815408413,0.2549817994986905,20
2025-07-01 00:00:00.000000,3753.5230247010077,1079.9906137422088,2673.532410958799,0.7122728149967225,20
2025-08-01 00:00:00.000000,3720.8564404732815,432.22333895923896,3288.6331015140427,0.8838376739672704,20
2025-09-01 00:00:00.000000,3721.5051926672504,1122.2271821375573,2599.2780105296933,0.6984480407688904,20
2025-10-01 00:00:00.000000,3742.788829376417,2687.8802820048395,1054.9085473715777,0.2818509393561845,20
2025-11-01 00:00:00.000000,3615.632078399468,3181.1733152999695,434.45876309949836,0.12016122041151389,20
2025-11-25 14:21:45.666715,3689.7050483875255,0.0,434.45876309949836,0.0,20
